Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
$48.00 /hr (est.),99840.0,Quality Assurance Analyst,5,1,-1,Tek-Pal,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:08:20.469624,hr
$47.50 /hr (est.),98800.0,Automation Testing,0,2,-1,"INTELETECH GLOBAL INC
3.7",Remote,3.7,1,-1,-1,-1,-1,-1,-1,-1,4.3,3.8,4.2,4.0,3.9,2023-06-06 01:08:25.830754,hr
"$77,048 /yr (est.)",77048.0,"Sr. Mobile Functional Tester - Phoenix, AZ (Onsite - 5 days/Week)",5,2,-1,"Accolite Digital
3.8", AZ,3.8,0,16,1001 to 5000 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.9,3.8,3.8,3.7,3.8,2023-06-06 01:08:33.899959,yr
"$74,100 /yr (est.)",74100.0,Automation Tester,3,1,1,"COMPETENT SYSTEMS, INC
3.7", GA,3.7,0,20,201 to 500 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.7,3.4,3.7,3.6,3.6,2023-06-06 01:08:36.245071,yr
"$87,696 /yr (est.)",87696.0,Frontend Engineer (Junior Frontend Developer),2,1,1,"Sangoma
3.4", CA,3.4,0,39,201 to 500 Employees,1984,Company - Public,Telecommunications Services,Telecommunications,$100 to $500 million (USD),3.4,3.2,3.2,3.0,3.4,2023-06-06 01:08:44.443067,yr
"$59,520 /yr (est.)",59520.0,"API Automation Tester – BDD, Cucumber – Phoenix, Arizona 43375",0,1,-1,"PRIMUS Global Services, Inc
3.9", AZ,3.9,0,21,501 to 1000 Employees,2002,Private Practice / Firm,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.8,3.6,3.8,3.7,3.8,2023-06-06 01:08:47.033748,yr
"$85,000 /yr (est.)",85000.0,QA Tester II,5,1,-1,"UST Xpanxion
3.9",Remote,3.9,1,24,10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.8,3.4,3.9,3.6,3.9,2023-06-06 01:08:49.170603,yr
$41.50 /hr (est.),86320.0,Software Tester,6,2,0,Ehub Global solution, CO,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:08:51.201726,hr
"$51,240 /yr (est.)",51240.0,QA Manual/Automation Software Tester,0,2,1,"SMX USA
3.3", PR,3.3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:08:56.428173,yr
"$81,269 /yr (est.)",81269.0,Application Tester - Junior,3,1,0,"Systems Development and Analysis
5.0", VA,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.0,5.0,5.0,5.0,5.0,2023-06-06 01:08:59.679160,yr
"$101,937 /yr (est.)",101937.0,S/W Q.A. Spec./App Tester 10-QA0515-1,11,1,1,"Probity Inc.
5.0", VA,5.0,0,12,Unknown,2011,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.7,5.0,5.0,5.0,4.8,2023-06-06 01:09:03.044884,yr
"$88,750 /yr (est.)",88750.0,Jr Software Engineer,3,1,0,"webfx.com
4.2", MI,4.2,0,28,501 to 1000 Employees,1995,Company - Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),4.3,4.2,4.4,4.3,4.0,2023-06-06 01:09:17.419415,yr
"$115,000 /yr (est.)",115000.0,Guidewire Automation Tester,6,2,-1,Okaya Corp, TX,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:09:19.786945,yr
"$62,136 /yr (est.)",62136.0,QA Application Tester,2,1,-1,"AppsTango
4.0", UT,4.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.0,3.0,4.0,3.0,2023-06-06 01:09:24.985587,yr
$70.00 /hr (est.),145600.0,UI Automation Cypress in JavaScript,9,1,-1,"Khayainfotech LLC
5.0", MO,5.0,0,2,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),5.0,5.0,5.0,5.0,5.0,2023-06-06 01:09:28.144904,hr
"$88,750 /yr (est.)",88750.0,Jr. Web Developer,3,1,0,"webfx.com
4.2", MI,4.2,0,28,501 to 1000 Employees,1995,Company - Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),4.3,4.2,4.4,4.3,4.0,2023-06-06 01:09:30.632987,yr
"$57,500 /yr (est.)",57500.0,Manual QA with Salesforce,3,1,-1,"UST Xpanxion
3.9", GA,3.9,0,24,10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.8,3.4,3.9,3.6,3.9,2023-06-06 01:09:33.168417,yr
"$87,899 /yr (est.)",87899.0,Automation Tester,0,2,-1,"Cognizant
3.8", NJ,3.8,0,29,10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.7,3.4,3.7,3.3,3.5,2023-06-06 01:09:35.633815,yr
"$80,427 /yr (est.)",80427.0,QA Automation Testers,0,2,-1,"NucleusTeq
4.7", AZ,4.7,0,5,201 to 500 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.8,4.7,4.9,4.9,4.8,2023-06-06 01:09:44.259122,yr
"$115,664 /yr (est.)",115664.0,"UiPath DevOps Engineer- Charlotte, NC (Onsite 100%)",10,2,-1,Techprism.inc, NC,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:09:46.738059,yr
$55.50 /hr (est.),115440.0,-1,-1,-1,-1,-1, OH,4.3,0,-1,-1,-1,-1,-1,-1,-1,4.1,4.1,4.3,4.3,4.1,2023-06-06 01:09:56.361452,hr
"$76,776 /yr (est.)",76776.0,QA Engineer,5,2,-1,"Mintmesh
4.9", MI,4.9,0,8,1 to 50 Employees,2015,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.6,4.4,4.9,5.0,4.9,2023-06-06 01:10:02.204285,yr
"$100,285 /yr (est.)",100285.0,Mobile Developer,-1,-1,-1,"Steampunk
4.5", VA,4.5,0,20,201 to 500 Employees,2003,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.5,4.3,4.4,2023-06-06 01:10:04.449466,yr
$68.50 /hr (est.),142480.0,Software Developer - JAVA (#0000101540),5,1,0,"Infinite Computing Systems
3.5", CO,3.5,0,24,1001 to 5000 Employees,1999,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.5,3.2,3.4,3.2,3.5,2023-06-06 01:10:06.656704,hr
$68.50 /hr (est.),142480.0,Software Developer - JAVA (#0000101540),5,1,0,"Infinite Computing Systems
3.5", CO,3.5,0,24,1001 to 5000 Employees,1999,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.5,3.2,3.4,3.2,3.5,2023-06-06 01:10:09.431837,hr
"$68,061 /yr (est.)",68061.0,Mobile Quality Assurance Tester,-1,-1,-1,Vadam Group, WA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:10:12.408045,yr
$50.54 /hr (est.),105123.2,Software Engineer IV,8,1,0,Sthavirsoft Inc, CO,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:10:17.277807,hr
"$83,853 /yr (est.)",83853.0,Automation Tester,8,2,0,"Realign LLC
4.5", OH,4.5,0,-1,-1,-1,-1,-1,-1,-1,4.0,5.0,5.0,5.0,3.0,2023-06-06 01:10:22.757836,yr
"$78,997 /yr (est.)",78997.0,Software Quality Assurance Tester,0,2,-1,"Dutech Systems
4.5", TX,4.5,0,8,51 to 200 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.4,4.1,4.3,4.2,4.4,2023-06-06 01:10:26.085658,yr
"$58,413 /yr (est.)",58413.0,QA Analyst II,2,2,1,"Fender
3.6", LA,3.6,0,77,1001 to 5000 Employees,1946,Company - Private,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),3.5,3.4,3.7,3.4,3.8,2023-06-06 01:10:31.621524,yr
"$93,303 /yr (est.)",93303.0,Guidewire Automation Tester,7,2,-1,"PRO IT
4.9", TX,4.9,0,-1,-1,-1,-1,-1,-1,-1,4.8,4.6,4.7,4.9,4.7,2023-06-06 01:10:37.581828,yr
$51.00 /hr (est.),106080.0,Test Engineer IV,9,2,-1,Tek-Pal,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:10:41.200747,hr
$52.50 /hr (est.),109200.0,Software Quality Assurance Engineer,8,1,1,"Metasys Technologies
3.6", NY,3.6,0,23,201 to 500 Employees,2000,Private Practice / Firm,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),3.6,3.5,3.9,3.7,3.8,2023-06-06 01:10:46.713051,hr
"$105,738 /yr (est.)",105738.0,Applications Tester/Developer,0,1,-1,"GenuineIT
4.9", TX,4.9,0,-1,-1,-1,-1,-1,-1,-1,4.9,4.5,4.9,4.8,4.8,2023-06-06 01:10:49.599186,yr
"$89,779 /yr (est.)",89779.0,Automation Tester,7,2,1,CapB InfoteK, NY,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:10:59.301649,yr
"$57,500 /yr (est.)",57500.0,Manual QA with Salesforce,3,1,-1,"UST Xpanxion
3.9", GA,3.9,0,24,10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.8,3.4,3.9,3.6,3.9,2023-06-06 01:11:12.223413,yr
"$76,776 /yr (est.)",76776.0,QA Engineer,5,2,-1,"Mintmesh
4.9", MI,4.9,0,8,1 to 50 Employees,2015,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.6,4.4,4.9,5.0,4.9,2023-06-06 01:11:23.073445,yr
"$58,413 /yr (est.)",58413.0,QA Analyst II,2,2,1,"Fender
3.6", LA,3.6,0,77,1001 to 5000 Employees,1946,Company - Private,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),3.5,3.4,3.7,3.4,3.8,2023-06-06 01:11:25.645472,yr
"$82,244 /yr (est.)",82244.0,Quality Engineer / Performance Tester,-1,-1,-1,"Equifax
3.6", GA,3.6,0,124,10000+ Employees,1899,Company - Public,Research & Development,Management & Consulting,$1 to $5 billion (USD),3.6,3.5,3.5,3.2,3.5,2023-06-06 01:11:28.355396,yr
$52.50 /hr (est.),109200.0,Software Quality Assurance Engineer,8,1,1,"Metasys Technologies
3.6", NY,3.6,0,23,201 to 500 Employees,2000,Private Practice / Firm,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),3.6,3.5,3.9,3.7,3.8,2023-06-06 01:11:30.578427,hr
"$88,750 /yr (est.)",88750.0,Jr. Web Developer,3,1,0,"webfx.com
4.2", MI,4.2,0,28,501 to 1000 Employees,1995,Company - Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),4.3,4.2,4.4,4.3,4.0,2023-06-06 01:11:33.779448,yr
"$85,454 /yr (est.)",85454.0,Sr. Performance Tester - (Onsite - 5 days/Week),6,2,1,"Accolite Digital
3.8", AZ,3.8,0,16,1001 to 5000 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.9,3.8,3.8,3.7,3.8,2023-06-06 01:11:36.750725,yr
"$140,700 /yr (est.)",140700.0,Sr. QA Automation Engineer,5,1,0,"Starz
3.3", CO,3.3,0,29,501 to 1000 Employees,1994,Subsidiary or Business Segment,Broadcast Media,Media & Communication,$1 to $5 billion (USD),3.0,3.6,3.3,2.4,3.3,2023-06-06 01:11:39.957369,yr
"$87,899 /yr (est.)",87899.0,Automation Tester,0,2,-1,"Cognizant
3.8", NJ,3.8,0,29,10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.7,3.4,3.7,3.3,3.5,2023-06-06 01:11:42.978148,yr
"$88,750 /yr (est.)",88750.0,Jr Software Engineer,3,1,0,"webfx.com
4.2", MI,4.2,0,28,501 to 1000 Employees,1995,Company - Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),4.3,4.2,4.4,4.3,4.0,2023-06-06 01:11:59.997287,yr
"$88,588 /yr (est.)",88588.0,Quality Assurance Engineer,6,2,-1,"Uniworld Technologies
3.4", CA,3.4,0,-1,-1,-1,-1,-1,-1,-1,3.4,4.5,2.9,3.9,2.9,2023-06-06 01:12:02.986596,yr
"$92,099 /yr (est.)",92099.0,Software Engineer I,3,1,-1,"FUJIFILM
3.7", WA,3.7,0,58,501 to 1000 Employees,1965,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.1,3.4,3.4,3.1,3.6,2023-06-06 01:12:12.751116,yr
"$69,190 /yr (est.)",69190.0,Software Quality Assurance Engineer and Tester(s),1,1,1,"Unica
3.8", PA,3.8,0,90,1001 to 5000 Employees,1933,Company - Private,Construction,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),3.7,3.6,3.7,3.2,4.0,2023-06-06 01:12:20.494392,yr
"$110,000 /yr (est.)",110000.0,Frontend React Developer,5,2,1,Blockchain Talents,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:12:23.308218,yr
"$53,992 /yr (est.)",53992.0,Senior QA Software Tester,5,1,1,"Wovenware
3.6", PR,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.5,3.2,4.0,3.4,3.4,2023-06-06 01:12:29.015102,yr
"$103,350 /yr (est.)",103350.0,Application Developer (.NET) - MMA National,0,1,1,"Marsh McLennan Agency
4.4", NY,4.4,0,15,10000+ Employees,2008,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$1 to $5 billion (USD),4.4,4.2,4.4,4.3,4.2,2023-06-06 01:12:33.134027,yr
"$50,001 /yr (est.)",50001.0,Associate Test Engineer,2,1,0,"SAIC
4.0",Missouri,4.0,0,54,10000+ Employees,1969,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),3.9,3.9,4.0,3.8,4.1,2023-06-06 01:12:40.410524,yr
$98.50 /hr (est.),204880.0,Senior QA Analyst - Automation Tester,0,2,0,"CEDENT
5.0", TN,5.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:12:43.483064,hr
"$80,427 /yr (est.)",80427.0,QA Automation Testers,0,2,-1,"NucleusTeq
4.7", AZ,4.7,0,5,201 to 500 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.8,4.7,4.9,4.9,4.8,2023-06-06 01:12:57.385897,yr
"$58,413 /yr (est.)",58413.0,QA Analyst II,2,2,1,"Fender
3.6", LA,3.6,0,77,1001 to 5000 Employees,1946,Company - Private,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),3.5,3.4,3.7,3.4,3.8,2023-06-06 01:13:12.989673,yr
"$69,190 /yr (est.)",69190.0,Software Quality Assurance Engineer and Tester(s),1,1,1,"Unica
3.8", PA,3.8,0,90,1001 to 5000 Employees,1933,Company - Private,Construction,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),3.7,3.6,3.7,3.2,4.0,2023-06-06 01:13:20.010718,yr
"$103,350 /yr (est.)",103350.0,Application Developer (.NET) - MMA National,0,1,1,"Marsh McLennan Agency
4.4", NY,4.4,0,15,10000+ Employees,2008,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$1 to $5 billion (USD),4.4,4.2,4.4,4.3,4.2,2023-06-06 01:13:27.139555,yr
"$88,750 /yr (est.)",88750.0,Jr. Web Developer,3,1,0,"webfx.com
4.2", MI,4.2,0,28,501 to 1000 Employees,1995,Company - Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),4.3,4.2,4.4,4.3,4.0,2023-06-06 01:13:30.332249,yr
"$88,588 /yr (est.)",88588.0,Quality Assurance Engineer,6,2,-1,"Uniworld Technologies
3.4", CA,3.4,0,-1,-1,-1,-1,-1,-1,-1,3.4,4.5,2.9,3.9,2.9,2023-06-06 01:13:38.000298,yr
"$88,750 /yr (est.)",88750.0,Jr Software Engineer,3,1,0,"webfx.com
4.2", MI,4.2,0,28,501 to 1000 Employees,1995,Company - Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),4.3,4.2,4.4,4.3,4.0,2023-06-06 01:13:48.586678,yr
