Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$66,330 /yr (est.)",66330.0,Web Development,-1,-1,-1,I-Team, TX,2.7,0,-1,-1,-1,-1,-1,-1,-1,2.8,3.9,3.0,3.1,2.2,2023-06-04 00:11:08.456185,yr
"$65,762 /yr (est.)",65762.0,Web Developer,2,1,-1,"Hottinger, Bruel & Kjaer", FL,3.5,0,-1,-1,-1,-1,-1,-1,-1,2.9,3.3,3.4,3.2,3.9,2023-06-04 00:11:16.772297,yr
"$80,554 /yr (est.)",80554.0,Web Developer (HTML/JavaScript),2,1,1,GotPrint, CA,3.3,0,22,201 to 500 Employees,2001,Company - Private,Commercial Printing,Manufacturing,Unknown / Non-Applicable,3.1,3.4,3.3,3.2,3.8,2023-06-04 00:11:20.035903,yr
"$72,879 /yr (est.)",72879.0,Web Development Engineer,5,1,1,"AvaCon, Inc.", MA,3.6,0,-1,-1,-1,-1,-1,-1,-1,2.7,3.1,2.6,1.8,3.7,2023-06-04 00:11:23.241977,yr
$26.00 /hr (est.),54080.0,WEB DEVELOPMENT PROJECT MANAGER,0,1,1,Coalition Technologies, CA,4.2,0,14,51 to 200 Employees,2009,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.4,3.8,4.2,4.2,4.1,2023-06-04 00:11:26.731479,hr
"$80,000 /yr (est.)",80000.0,Mid-Level PHP/MySQL Programmer/Developer,0,1,0,ApplicantPro,Remote,4.7,1,17,51 to 200 Employees,2006,Company - Private,Internet & Web Services,Information Technology,$5 to $25 million (USD),4.5,4.2,4.7,4.5,4.6,2023-06-04 00:11:29.095806,yr
"$140,500 /yr (est.)",140500.0,"Software Development Engineer II, Web",6,1,1,MotorTrend Group, CA,4.5,0,75,501 to 1000 Employees,1948,Company - Private,Broadcast Media,Media & Communication,Unknown / Non-Applicable,4.1,4.1,4.5,4.2,4.4,2023-06-04 00:11:39.050431,yr
"$80,000 /yr (est.)",80000.0,Front-End Web Developer,0,1,1,American College of Education,Remote,4.1,1,18,201 to 500 Employees,2005,College / University,Colleges & Universities,Education,$5 to $25 million (USD),3.7,3.5,4.3,4.2,4.2,2023-06-04 00:11:47.710767,yr
"$105,000 /yr (est.)",105000.0,UX/Web Designer,5,1,-1,MDExam,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:11:53.653095,yr
"$55,965 /yr (est.)",55965.0,Web Developer,2,1,0,MEI Rigging & Crating LLC, OR,3.6,0,33,201 to 500 Employees,1990,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,3.7,3.5,3.8,3.7,3.5,2023-06-04 00:11:58.695028,yr
"$68,338 /yr (est.)",68338.0,Web Developer (Entry-Level),0,-1,1,Mission Communications, GA,4.0,0,24,1 to 50 Employees,1999,Company - Private,Electronics Manufacturing,Manufacturing,$5 to $25 million (USD),4.7,4.0,4.7,4.3,4.3,2023-06-04 00:12:01.671170,yr
"$83,995 /yr (est.)",83995.0,Web and Mobile Application Developer,0,1,0,Hofstra University, NY,3.8,0,88,1001 to 5000 Employees,1935,College / University,Colleges & Universities,Education,$100 to $500 million (USD),3.3,3.3,3.4,3.1,3.2,2023-06-04 00:12:04.316497,yr
"$45,000 /yr (est.)",45000.0,Jr. Web Developer,2,1,0,Greenbaum Stiers Strategic Marketing Group, OH,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.0,2.0,4.0,5.0,5.0,2023-06-04 00:12:06.748069,yr
"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,0,1,-1,QuinStreet, TX,4.1,0,24,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-06-04 00:12:16.536472,yr
"$135,000 /yr (est.)",135000.0,Senior Technical Consultant (Web Development),2,1,1,Flintfox,Texas,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.3,2.9,3.0,3.1,3.6,2023-06-04 00:12:23.840518,yr
"$62,157 /yr (est.)",62157.0,Database Analyst III (Web-Based)- Research and Development,3,2,-1,Clark County School District, NV,2.8,0,67,1001 to 5000 Employees,1956,Company - Public,Primary & Secondary Schools,Education,Unknown / Non-Applicable,3.1,2.7,2.6,2.4,2.7,2023-06-04 00:12:32.226540,yr
$45.00 /hr (est.),93600.0,UI Prototype Developer(HTML) -REMOTE,5,2,1,Cilable,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:12:45.730875,hr
"$129,830 /yr (est.)",129830.0,Front-End Software Engineer,0,1,-1,Perpetual, NY,3.5,0,137,501 to 1000 Employees,1886,Company - Public,Investment & Asset Management,Financial Services,$100 to $500 million (USD),3.2,3.5,3.8,3.0,3.8,2023-06-04 00:12:51.116689,yr
"$54,333 /yr (est.)",54333.0,Web HTML Coder & Implementer,0,2,-1,Infogenix, UT,3.1,0,25,1 to 50 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.0,3.3,3.5,3.3,4.0,2023-06-04 00:12:54.006627,yr
"$85,000 /yr (est.)",85000.0,Software Developer,1,1,-1,SocialMadeSimple,Remote,3.8,1,14,1 to 50 Employees,2009,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),3.9,3.8,4.0,3.7,4.3,2023-06-04 00:12:56.650784,yr
"$171,050 /yr (est.)",171050.0,"Manager, Web Technology Development - Hybrid Remote",10,1,1,CEDARS-SINAI, CA,4.1,0,121,10000+ Employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),4.0,4.0,4.0,3.6,3.6,2023-06-04 00:12:59.565368,yr
$20.00 /hr (est.),41600.0,Web Designer,4,1,-1,Kellton,Remote,3.7,1,14,1001 to 5000 Employees,2009,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.8,3.3,3.6,3.5,3.5,2023-06-04 00:13:02.399754,hr
$22.60 /hr (est.),47008.0,Teaching Assistant (Part-Time) - Coding Dojo Part Time Web Development Program,0,1,1,Perdoceo Education Corporation,Remote,2.8,1,29,5001 to 10000 Employees,1994,Company - Public,Colleges & Universities,Education,$500 million to $1 billion (USD),2.8,2.8,2.6,2.8,3.2,2023-06-04 00:13:05.257659,hr
"$55,600 /yr (est.)",55600.0,Wordpress Web Developer,1,-1,-1,eSales Technologies, NY,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.5,3.1,3.0,3.4,2023-06-04 00:13:07.795476,yr
"$88,986 /yr (est.)",88986.0,"Associate Web Developer (Remote, EST)",0,1,-1,Grafana Labs,Remote,4.3,1,9,501 to 1000 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.2,4.5,4.2,4.0,4.2,2023-06-04 00:13:11.177455,yr
"$87,387 /yr (est.)",87387.0,Web Developers,0,1,-1,NKP Medical, CA,2.3,0,-1,-1,-1,-1,-1,-1,-1,2.1,2.3,2.0,1.8,2.5,2023-06-04 00:13:14.316536,yr
$93.00 /hr (est.),193440.0,Adjunct Faculty- Web and Mobile app Development,0,1,-1,New York Institute of Technology, NY,4.1,0,113,501 to 1000 Employees,1910,College / University,Colleges & Universities,Education,$100 to $500 million (USD),3.6,3.3,3.8,3.6,4.2,2023-06-04 00:13:17.939610,hr
"$120,000 /yr (est.)",120000.0,Frontend Developer,10,1,1,Kensium Solutions LLC,Remote,3.6,1,17,201 to 500 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.1,3.3,3.3,2.5,2023-06-04 00:13:20.891278,yr
"$76,513 /yr (est.)",76513.0,Application Development Analyst,7,2,0,"Evergreen Technologies, LLC.", FL,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.5,5.0,5.0,4.5,2023-06-04 00:13:23.604750,yr
"$62,500 /yr (est.)",62500.0,Entry Level Software Developer,0,1,-1,Property Matrix, CA,4.3,0,15,1 to 50 Employees,2008,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.2,4.0,4.2,4.2,4.4,2023-06-04 00:13:34.590206,yr
"$47,500 /yr (est.)",47500.0,Entry Level Front End Developer - 482012,0,2,-1,I28 Technologies Corporation,Remote,4.3,1,-1,-1,-1,-1,-1,-1,-1,4.0,3.9,4.1,4.0,3.8,2023-06-04 00:13:37.336375,yr
"$88,500 /yr (est.)",88500.0,Associate Software Engineer,2,1,0,Ancestry, UT,3.7,0,40,1001 to 5000 Employees,1983,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),3.1,3.5,3.8,3.2,4.1,2023-06-04 00:13:49.711911,yr
"$56,500 /yr (est.)",56500.0,Front End Developer,0,1,1,University of South Florida, FL,4.1,0,67,10000+ Employees,1956,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.7,3.4,3.9,3.6,3.9,2023-06-04 00:13:52.817248,yr
"$52,798 /yr (est.)",52798.0,Entry Level Front-End Web Developer,3,1,-1,Media Genesis, MI,2.8,0,27,1 to 50 Employees,1996,Company - Private,Internet & Web Services,Information Technology,$1 to $5 million (USD),2.8,2.4,2.8,2.5,3.3,2023-06-04 00:13:55.932336,yr
$30.00 /hr (est.),62400.0,Web Designer,1,1,1,Craftable, TX,4.1,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.7,3.6,3.8,4.0,2023-06-04 00:13:58.775138,hr
"$100,000 /yr (est.)",100000.0,Mid Level UI Developer - Front End,3,1,-1,Lincoln Heritage Life Insurance Company,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:14:02.532551,yr
"$88,055 /yr (est.)",88055.0,Software Engineer - Front End,0,1,-1,Schweitzer Engineering Laboratories, WA,4.0,0,39,1001 to 5000 Employees,1984,Company - Private,Electronics Manufacturing,Manufacturing,$1 to $5 billion (USD),3.9,3.8,4.1,3.7,3.6,2023-06-04 00:14:07.883762,yr
"$68,267 /yr (est.)",68267.0,Web Developers,0,2,-1,Vignesh Technological Solutions, TX,4.2,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.4,3.0,3.0,3.0,2023-06-04 00:14:10.801487,yr
"$75,000 /yr (est.)",75000.0,Java Software Developer-Remote (Entry Level),2,1,0,Pearson,United States,3.7,0,179,10000+ Employees,1844,Company - Public,Publishing,Media & Communication,$5 to $10 billion (USD),3.3,3.5,3.8,3.3,4.0,2023-06-04 00:14:18.383062,yr
"$66,929 /yr (est.)",66929.0,Front End Web Developer,3,1,1,1Digital Agency, PA,4.5,0,-1,-1,-1,-1,-1,-1,-1,4.4,4.0,4.5,4.3,4.2,2023-06-04 00:14:21.520413,yr
"$68,873 /yr (est.)",68873.0,Front End Software Engineer,4,1,-1,The Boring Company, TX,3.2,0,6,51 to 200 Employees,2017,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,3.5,3.5,3.1,2.9,2.6,2023-06-04 00:14:25.002594,yr
"$76,945 /yr (est.)",76945.0,Front End Developers,0,2,-1,VenU eLearning Solutions, GA,5.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:14:27.652021,yr
"$84,707 /yr (est.)",84707.0,Junior Web UI Developer,1,1,0,DealersLink, CO,4.7,0,-1,-1,-1,-1,-1,-1,-1,4.9,4.7,4.9,4.9,4.9,2023-06-04 00:14:32.459207,yr
"$60,000 /yr (est.)",60000.0,Jr Front End Developer,0,1,1,InvestCloud, FL,3.0,0,13,201 to 500 Employees,2010,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),2.9,3.0,2.9,2.6,2.9,2023-06-04 00:14:36.144228,yr
"$74,335 /yr (est.)",74335.0,UI/UX Web Designer,0,1,-1,Absolute Web Services, FL,4.1,0,24,51 to 200 Employees,1999,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.1,3.5,4.0,4.0,3.6,2023-06-04 00:14:43.206359,yr
"$121,143 /yr (est.)",121143.0,Software Engineer | Frontend,2,2,1,Ramp Financial, NY,4.4,0,4,201 to 500 Employees,2019,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,4.5,4.5,4.2,4.3,4.1,2023-06-04 00:14:46.250577,yr
"$66,815 /yr (est.)",66815.0,FRONT-END WEB DEVELOPER,0,1,1,Innovative Global Vision, OH,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:14:49.373533,yr
"$130,000 /yr (est.)",130000.0,"Engineer II, Frontend",3,1,1,GoodMaps,Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:14:55.292595,yr
"$72,500 /yr (est.)",72500.0,Entry Level Full Stack Developer,1,1,0,BeaconFire Solution, NJ,4.1,0,6,1 to 50 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.0,3.4,3.9,3.9,3.9,2023-06-04 00:15:00.082956,yr
"$36,384 /yr (est.)",36384.0,Web Designer ENTRY LEVEL,1,1,-1,Unity World Headquarters at Unity Village, MO,3.2,0,134,201 to 500 Employees,1889,Nonprofit Organization,Religious Institutions,Nonprofit & NGO,$25 to $100 million (USD),2.4,2.4,3.8,3.0,3.5,2023-06-04 00:15:07.073047,yr
"$62,500 /yr (est.)",62500.0,Entry-Level Web Developer,0,1,-1,AcisTek Corporation, VA,4.1,0,18,1 to 50 Employees,2005,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),3.8,3.8,4.0,4.1,4.2,2023-06-04 00:15:10.428815,yr
"$60,000 /yr (est.)",60000.0,Part-time UX/UI Designer-FULLY REMOTE,5,1,-1,Quimbee,United States,4.7,0,16,1 to 50 Employees,2007,Company - Private,Education & Training Services,Education,Unknown / Non-Applicable,4.1,4.4,4.6,4.6,4.8,2023-06-04 00:15:13.571917,yr
$47.50 /hr (est.),98800.0,UI Prototype Developer (HTML),5,2,1,Zelus Inc., IA,3.0,0,5,1 to 50 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),-1,-1,-1,-1,-1,2023-06-04 00:15:21.508171,hr
"$47,500 /yr (est.)",47500.0,Entry Level Front End Developer - 482012,0,2,-1,I28 Technologies Corporation,Remote,4.3,1,-1,-1,-1,-1,-1,-1,-1,4.0,3.9,4.1,4.0,3.8,2023-06-04 00:15:33.622007,yr
"$60,000 /yr (est.)",60000.0,Part-time UX/UI Designer-FULLY REMOTE,5,1,-1,Quimbee,United States,4.7,0,16,1 to 50 Employees,2007,Company - Private,Education & Training Services,Education,Unknown / Non-Applicable,4.1,4.4,4.6,4.6,4.8,2023-06-04 00:15:37.130345,yr
"$62,500 /yr (est.)",62500.0,Entry Level Software Developer,0,1,-1,Property Matrix, CA,4.3,0,15,1 to 50 Employees,2008,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.2,4.0,4.2,4.2,4.4,2023-06-04 00:15:39.712756,yr
"$60,000 /yr (est.)",60000.0,Jr Front End Developer,0,1,1,InvestCloud, FL,3.0,0,13,201 to 500 Employees,2010,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),2.9,3.0,2.9,2.6,2.9,2023-06-04 00:15:42.460527,yr
"$75,000 /yr (est.)",75000.0,Java Software Developer-Remote (Entry Level),2,1,0,Pearson,United States,3.7,0,179,10000+ Employees,1844,Company - Public,Publishing,Media & Communication,$5 to $10 billion (USD),3.3,3.5,3.8,3.3,4.0,2023-06-04 00:15:44.810700,yr
"$100,000 /yr (est.)",100000.0,Mid Level UI Developer - Front End,3,1,-1,Lincoln Heritage Life Insurance Company,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:15:47.528495,yr
$30.00 /hr (est.),62400.0,Web Designer,-1,-1,-1,Craftable, TX,4.1,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.7,3.6,3.8,4.0,2023-06-04 00:15:53.100086,hr
"$50,000 /yr (est.)",50000.0,Front End Web Developer,2,1,-1,The Storage Group,Remote,3.8,1,14,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,$1 to $5 million (USD),3.7,3.7,4.0,3.8,4.2,2023-06-04 00:16:02.618678,yr
