Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
$26.25 /hr (est.),54600.0,Part-Time Project Admin needed for Real Estate Investment Company,-1,-1,-1,Re-viv,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:18:39.827564,hr
$22.50 /hr (est.),46800.0,Client Success Specialist,-1,-1,-1,TruPlace,Remote,2.8,1,-1,-1,-1,-1,-1,-1,-1,2.8,2.9,3.1,3.0,3.6,2023-06-04 00:18:44.862896,hr
"$60,000 /yr (est.)",60000.0,Internet Consultant Wanted $60K+++,3,1,0,Instant Solutions Associates,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:18:48.638093,yr
$19.00 /hr (est.),39520.0,Helpdesk Technician II,1,2,-1,"Stefanini, Inc",Remote,3.8,1,36,10000+ Employees,1987,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.5,3.3,3.7,3.5,3.7,2023-06-04 00:18:54.273748,hr
$12.50 /hr (est.),26000.0,Home Office Admin,1,2,1,Pink Callers,Remote,2.0,1,-1,-1,-1,-1,-1,-1,-1,1.7,1.3,3.7,2.4,1.7,2023-06-04 00:18:57.357565,hr
"$38,900 /yr (est.)",38900.0,"Remote - Insurance Service Assistant, Commercial",2,1,0,Liberty Mutual,Remote,3.9,1,111,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3.8,4.0,4.0,3.6,3.8,2023-06-04 00:19:01.532715,yr
$12.50 /hr (est.),26000.0,Admin Assistant,-1,-1,-1,Pink Callers,Remote,2.0,1,-1,-1,-1,-1,-1,-1,-1,1.7,1.3,3.7,2.4,1.7,2023-06-04 00:19:04.579076,hr
$18.00 /hr (est.),37440.0,Guest Care Specialist,1,2,1,Panera Bread, MO,3.3,0,42,10000+ Employees,1981,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$1 to $5 billion (USD),3.1,2.9,3.3,2.9,3.1,2023-06-04 00:19:08.045559,hr
$15.00 /hr (est.),31200.0,Technical Support & Customer Service Agents,0,2,-1,Alorica,United States,3.2,0,24,10000+ Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 billion (USD),3.2,2.9,3.1,2.9,3.0,2023-06-04 00:19:10.851861,hr
$22.00 /hr (est.),45760.0,Admin Assistant part-time (work from your home IN South Orange County CA),-1,-1,-1,"Integrity Probate Services, LLC", CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:19:13.864034,hr
"$37,485 /yr (est.)",37485.0,Customer Care Representative - Remote,-1,-1,-1,West Marine, FL,3.3,0,55,1001 to 5000 Employees,1968,Company - Private,Sporting Goods Stores,Retail & Wholesale,$500 million to $1 billion (USD),3.0,2.9,3.2,2.9,3.2,2023-06-04 00:19:18.827914,yr
$25.00 /hr (est.),52000.0,Call Center Agent,0,2,-1,Ole Ben Franklin Motors, TN,5.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:19:21.628390,hr
$12.50 /hr (est.),26000.0,Home Office Assistant,-1,-1,-1,Pink Callers,Remote,2.0,1,-1,-1,-1,-1,-1,-1,-1,1.7,1.3,3.7,2.4,1.7,2023-06-04 00:19:30.577628,hr
$20.31 /hr (est.),42244.8,Customer Service Assistant 2,-1,-1,-1,State of Ohio Jobs, OH,3.6,0,220,10000+ Employees,1803,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.5,3.8,3.1,2.7,3.5,2023-06-04 00:19:39.378934,hr
"$45,000 /yr (est.)",45000.0,Search Engine Optimization (Seo) Specialist,-1,-1,-1,Consultwebs,Remote,4.4,1,24,51 to 200 Employees,1999,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.2,4.0,4.4,4.2,4.3,2023-06-04 00:19:45.487786,yr
"$65,325 /yr (est.)",65325.0,Contact Center Service Manager,-1,-1,-1,U.S. Bank National Association,Connecticut,3.8,0,160,10000+ Employees,1863,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.5,3.8,3.4,3.7,2023-06-04 00:19:48.272889,yr
$16.75 /hr (est.),34840.0,"Rep II, Customer Svs Ops- Hold Edit",1,2,1,Cardinal Health,Georgia,3.7,0,52,10000+ Employees,1971,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),3.6,3.6,3.7,3.3,3.6,2023-06-04 00:19:54.602551,hr
$19.50 /hr (est.),40560.0,Customer Care Specialist,0,2,1,"Input 1, LLC",Remote,3.8,1,39,51 to 200 Employees,1984,Company - Private,Financial Transaction Processing,Financial Services,$25 to $100 million (USD),3.5,3.5,3.8,3.5,3.9,2023-06-04 00:19:57.797262,hr
$25.00 /hr (est.),52000.0,Seasonal Tax Preparer 100% Remote,0,2,-1,JDA TSG,Remote,4.3,1,12,501 to 1000 Employees,2011,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.1,4.2,4.3,4.3,4.6,2023-06-04 00:20:00.757012,hr
$19.00 /hr (est.),39520.0,BILINGUAL - Full Time - Remote Customer Service Rep - Emergency Roadside Service,0,1,1,AAA The Auto Club Group,United States,3.5,0,121,10000+ Employees,1902,Company - Private,Insurance Agencies & Brokerages,Insurance,$1 to $5 billion (USD),3.4,3.5,3.6,3.1,3.3,2023-06-04 00:20:11.161242,hr
$26.25 /hr (est.),54600.0,Part-Time Project Admin needed for Real Estate Investment Company,0,2,0,Re-viv,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:20:14.097417,hr
$15.00 /hr (est.),31200.0,Technical Support & Customer Service Agents,0,2,-1,Alorica,United States,3.2,0,24,10000+ Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 billion (USD),3.2,2.9,3.1,2.9,3.0,2023-06-04 00:20:24.374938,hr
$18.00 /hr (est.),37440.0,REMOTE CALL CENTER CUSTOMER EXPERIENCE ASSOCIATE,2,2,0,Cox Communications, AZ,4.0,0,61,10000+ Employees,1962,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),3.8,4.1,4.0,3.7,3.9,2023-06-04 00:20:27.309107,hr
"$38,900 /yr (est.)",38900.0,"Remote - Insurance Service Assistant, Commercial",2,1,0,Liberty Mutual,Remote,3.9,1,111,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3.8,4.0,4.0,3.6,3.8,2023-06-04 00:20:30.303696,yr
$22.00 /hr (est.),45760.0,Admin Assistant part-time (work from your home IN South Orange County CA),3,1,0,"Integrity Probate Services, LLC", CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:20:33.285424,hr
$16.75 /hr (est.),34840.0,"Rep II, Customer Svs Ops- Hold Edit",1,2,1,Cardinal Health,Georgia,3.7,0,52,10000+ Employees,1971,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),3.6,3.6,3.7,3.3,3.6,2023-06-04 00:20:38.913009,hr
"$38,466 /yr (est.)",38466.0,Member Specialist - Support Center- Remote,0,2,1,AAA Central Penn, PA,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.1,3.3,3.5,3.2,3.7,2023-06-04 00:20:42.071558,yr
$12.50 /hr (est.),26000.0,Admin Assistant,1,2,1,Pink Callers,Remote,2.0,1,-1,-1,-1,-1,-1,-1,-1,1.7,1.3,3.7,2.4,1.7,2023-06-04 00:20:46.408559,hr
$16.38 /hr (est.),34070.4,Customer Service/Sales- Work from Home,3,2,-1,Relaxium,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:20:50.457022,hr
"$42,815 /yr (est.)",42815.0,Customer Service Representative,4,1,1,Pfizer, IL,4.1,0,174,10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.0,4.0,3.6,3.9,2023-06-04 00:20:55.738972,yr
$18.00 /hr (est.),37440.0,Guest Care Specialist,1,2,1,Panera Bread, MO,3.3,0,42,10000+ Employees,1981,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$1 to $5 billion (USD),3.1,2.9,3.3,2.9,3.1,2023-06-04 00:20:58.697984,hr
$18.00 /hr (est.),37440.0,Customer Service Representative,1,1,1,McKesson, FL,3.8,0,190,10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.5,3.7,3.7,3.3,3.7,2023-06-04 00:21:06.075783,hr
$21.55 /hr (est.),44824.0,"Customer Service Tech Support Specialist I- Remote (AK, AZ, ID, FL, OR, TX, WA)",0,2,1,Moda Health,Remote,3.2,1,68,1001 to 5000 Employees,1955,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,3.1,2.8,3.5,3.1,3.5,2023-06-04 00:21:09.410547,hr
$20.31 /hr (est.),42244.8,Customer Service Assistant 2,0,1,0,State of Ohio Jobs, OH,3.6,0,220,10000+ Employees,1803,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.5,3.8,3.1,2.7,3.5,2023-06-04 00:21:12.713356,hr
$14.75 /hr (est.),30680.0,Customer Support Representative,3,1,1,WeSalute,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:21:19.582113,hr
"$52,500 /yr (est.)",52500.0,Remote WordPress Product Support | Customer Success Specialist,2,1,1,Saturday Drive,Tennessee,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:21:36.930930,yr
$18.50 /hr (est.),38480.0,Virtual Conference Specialist,1,2,1,The Conference Exchange,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:21:42.940871,hr
$12.50 /hr (est.),26000.0,Customer Experience Associate,1,2,1,Pink Callers,Remote,2.0,1,-1,-1,-1,-1,-1,-1,-1,1.7,1.3,3.7,2.4,1.7,2023-06-04 00:21:52.489957,hr
$20.50 /hr (est.),42640.0,Customer Experience Specialist,5,1,1,eBay Inc.,Nevada,4.1,0,28,10000+ Employees,1995,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,4.0,4.1,3.6,4.0,2023-06-04 00:21:56.509730,hr
"$2,750 /mo (est.)",33000.0,Part-time Accountant,0,1,-1,Lovely Financials Group,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:21:59.773022,mo
"$45,000 /yr (est.)",45000.0,Search Engine Optimization (Seo) Specialist,0,1,1,Consultwebs,Remote,4.4,1,24,51 to 200 Employees,1999,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.2,4.0,4.4,4.2,4.3,2023-06-04 00:22:05.248763,yr
$19.50 /hr (est.),40560.0,Customer Care Specialist,0,2,1,"Input 1, LLC",Remote,3.8,1,39,51 to 200 Employees,1984,Company - Private,Financial Transaction Processing,Financial Services,$25 to $100 million (USD),3.5,3.5,3.8,3.5,3.9,2023-06-04 00:22:08.404257,hr
$18.00 /hr (est.),37440.0,REMOTE CALL CENTER CUSTOMER EXPERIENCE ASSOCIATE,2,2,0,Cox Communications, AZ,4.0,0,61,10000+ Employees,1962,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),3.8,4.1,4.0,3.7,3.9,2023-06-04 00:22:23.815123,hr
$19.00 /hr (est.),39520.0,BILINGUAL - Full Time - Remote Customer Service Rep - Emergency Roadside Service,0,1,1,AAA The Auto Club Group,United States,3.5,0,121,10000+ Employees,1902,Company - Private,Insurance Agencies & Brokerages,Insurance,$1 to $5 billion (USD),3.4,3.5,3.6,3.1,3.3,2023-06-04 00:22:27.203944,hr
$15.00 /hr (est.),31200.0,Technical Support & Customer Service Agents,0,2,-1,Alorica,United States,3.2,0,24,10000+ Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 billion (USD),3.2,2.9,3.1,2.9,3.0,2023-06-04 00:22:30.109859,hr
"$38,900 /yr (est.)",38900.0,"Remote - Insurance Service Assistant, Commercial",2,1,0,Liberty Mutual,Remote,3.9,1,111,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3.8,4.0,4.0,3.6,3.8,2023-06-04 00:22:33.185012,yr
$16.75 /hr (est.),34840.0,"Rep II, Customer Svs Ops- Hold Edit",1,2,1,Cardinal Health,Georgia,3.7,0,52,10000+ Employees,1971,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),3.6,3.6,3.7,3.3,3.6,2023-06-04 00:22:41.153744,hr
$20.50 /hr (est.),42640.0,Customer Experience Specialist,5,1,1,eBay Inc.,Nevada,4.1,0,28,10000+ Employees,1995,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,4.0,4.1,3.6,4.0,2023-06-04 00:22:44.501381,hr
$18.50 /hr (est.),38480.0,Virtual Conference Specialist,1,2,1,The Conference Exchange,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:22:47.819370,hr
$22.00 /hr (est.),45760.0,Admin Assistant part-time (work from your home IN South Orange County CA),3,1,0,"Integrity Probate Services, LLC", CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-04 00:22:53.743264,hr
$20.31 /hr (est.),42244.8,Customer Service Assistant 2,0,1,0,State of Ohio Jobs, OH,3.6,0,220,10000+ Employees,1803,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.5,3.8,3.1,2.7,3.5,2023-06-04 00:23:00.022886,hr
