Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$90,000 /yr (est.)",90000.0,Data Analyst,2,1,1,"Maximum Games
4.7", CA,4.7,0,14,51 to 200 Employees,2009,Company - Private,Video Game Publishing,Media & Communication,$25 to $100 million (USD),4.7,4.3,4.6,4.5,4.9,2023-06-06 01:52:44.331025,yr
"$133,500 /yr (est.)",133500.0,Data Warehouse Architect,10,1,0,"Percepta
3.6", MI,3.6,0,23,1001 to 5000 Employees,2000,Subsidiary or Business Segment,Telecommunications Services,Telecommunications,$100 to $500 million (USD),3.7,3.7,3.8,3.6,3.7,2023-06-06 01:52:47.232019,yr
"$78,500 /yr (est.)",78500.0,Data Architect,0,1,-1,"Stanford University
4.3", CA,4.3,0,132,10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD),4.1,3.6,4.1,3.8,3.8,2023-06-06 01:52:49.973516,yr
$85.00 /hr (est.),176800.0,Data Architect with Azure and Kafka and Confluent,0,-1,-1,"xiartech
3.3",Remote,3.3,1,-1,-1,-1,-1,-1,-1,-1,3.3,3.3,3.3,3.3,3.3,2023-06-06 01:52:52.848069,hr
"$123,129 /yr (est.)",123129.0,Data and Information Architect,-1,-1,-1,"New Hampshire Mutual Bancorp
3.2", NH,3.2,0,10,501 to 1000 Employees,2013,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.1,3.0,3.0,3.0,3.4,2023-06-06 01:52:56.258483,yr
$90.00 /hr (est.),187200.0,Platform Engineer,7,1,-1,"Intellibus
4.5",Remote,4.5,1,8,Unknown,2015,Unknown,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.1,4.8,4.4,4.3,4.4,2023-06-06 01:52:59.120490,hr
"$123,000 /yr (est.)",123000.0,Data Architect (Remote from anywhere in CO),5,1,1,"State of Colorado Job Opportunities
3.6",Colorado,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.3,3.5,3.3,3.7,2023-06-06 01:53:01.945030,yr
$57.50 /hr (est.),119600.0,AWS Data Architect,10,1,1,"Cloudious LLC
3.3", TX,3.3,0,-1,-1,-1,-1,-1,-1,-1,2.7,2.4,3.0,3.0,3.5,2023-06-06 01:53:05.648247,hr
"$185,000 /yr (est.)",185000.0,Sr. Data Warehouse Architect,5,1,1,Beyond a Resume, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:53:09.826871,yr
"$122,401 /yr (est.)",122401.0,Senior Data Architect,5,1,1,"Centric Consulting
4.6", OH,4.6,0,24,501 to 1000 Employees,1999,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),4.3,4.1,4.8,4.6,4.6,2023-06-06 01:53:15.428097,yr
"$80,000 /yr (est.)",80000.0,Data Analyst,0,1,1,"Glassview Media
4.5", NY,4.5,0,8,51 to 200 Employees,2015,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),4.6,4.3,4.8,4.7,4.5,2023-06-06 01:53:18.713041,yr
"$152,500 /yr (est.)",152500.0,Cloud (Azure) Data & Analytics Architect,-1,-1,-1,"Smartbridge
3.3",Remote,3.3,1,20,51 to 200 Employees,2003,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.5,3.7,3.4,3.3,3.4,2023-06-06 01:53:21.404185,yr
"$131,191 /yr (est.)",131191.0,Data Architect,5,1,1,"ArchsystemInc
4.1",Remote,4.1,1,17,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.3,4.1,4.3,4.3,4.2,2023-06-06 01:53:24.434673,yr
"$90,000 /yr (est.)",90000.0,Data Architect,8,1,1,"Diaconia LLC
3.0",Remote,3.0,1,-1,-1,-1,-1,-1,-1,-1,3.0,4.0,3.0,3.0,4.0,2023-06-06 01:53:27.226900,yr
$59.98 /hr (est.),124758.4,Senior Data Architect,10,1,1,"Ascent IT Solutions
2.9",Remote,2.9,1,-1,-1,-1,-1,-1,-1,-1,3.3,2.2,2.7,2.7,2.3,2023-06-06 01:53:30.943998,hr
"$111,200 /yr (est.)",111200.0,Data Architect,-1,-1,-1,-1, VA,3.2,0,-1,-1,-1,-1,-1,-1,-1,2.8,2.9,3.0,2.7,3.3,2023-06-06 01:53:35.109123,yr
"$114,588 /yr (est.)",114588.0,Data Science Analyst - Platform - Remote,0,1,1,"Mayo Clinic
3.9", MN,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.8,3.9,3.3,3.5,2023-06-06 01:53:43.033303,yr
$72.50 /hr (est.),150800.0,CRM Data Migration Architect,10,2,1,"Skill Quotient
4.2",Remote,4.2,1,7,501 to 1000 Employees,2016,Company - Public,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4.6,3.9,4.1,4.1,4.2,2023-06-06 01:53:46.732349,hr
$65.00 /hr (est.),135200.0,Data Architect - Data Quality Management - Enterprise Data Management - Remote (Contract),7,1,1,"Icomply Consulting Inc
5.0",Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,3.0,2.0,4.0,5.0,2.0,2023-06-06 01:53:49.701532,hr
"$105,000 /yr (est.)",105000.0,ETL Developer / Data Architect,-1,-1,-1,"VISTRADA
3.8", NY,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.7,4.0,3.8,4.5,2023-06-06 01:53:53.699268,yr
$90.00 /hr (est.),187200.0,Application Architect (.Net & Azure),8,1,0,Kanini,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:53:57.389369,hr
$177.33 /hr (est.),368846.4,Cloud Architect,3,2,-1,"Software People
4.5", MI,4.5,0,-1,-1,-1,-1,-1,-1,-1,3.9,4.3,4.1,4.1,4.1,2023-06-06 01:54:03.041284,hr
"$130,000 /yr (est.)",130000.0,Data Architect - REMOTE,10,1,1,"Co-op Solutions
3.0", IA,3.0,0,42,1001 to 5000 Employees,1981,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.0,3.5,3.1,2.7,3.0,2023-06-06 01:54:06.946055,yr
"$115,778 /yr (est.)",115778.0,Database Administrator / Data Architect,5,1,-1,"Tiber Creek
4.6", DC,4.6,0,31,51 to 200 Employees,1992,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4.3,4.1,4.3,4.1,4.4,2023-06-06 01:54:09.827894,yr
$90.00 /hr (est.),187200.0,Senior Data Architect,10,1,0,"Info Origin Inc
3.1",Remote,3.1,1,-1,-1,-1,-1,-1,-1,-1,3.2,3.1,3.0,2.9,2.8,2023-06-06 01:54:12.973799,hr
$110.00 /hr (est.),228800.0,Data Architect,5,2,-1,Ancile inc, IL,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:54:16.617644,hr
$70.00 /hr (est.),145600.0,Data Engineer Lead/Architect,7,1,1,Smart Tech Link Solutions, OH,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:54:22.034917,hr
$66.48 /hr (est.),138278.4,"Data Architect (Salesforce,lWC)",0,1,1,"ERPMark Inc
4.0", CA,4.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.0,4.0,4.0,3.0,2023-06-06 01:54:27.480349,hr
$59.00 /hr (est.),122720.0,Data Architect,2,2,1,"StaffChase
4.2", OH,4.2,0,3,1 to 50 Employees,2020,Company - Private,HR Consulting,Human Resources & Staffing,Less than $1 million (USD),4.1,4.0,4.4,3.9,4.2,2023-06-06 01:54:31.256276,hr
$67.87 /hr (est.),141169.6,AWS Architect with Data Migration,0,2,1,Echo IT Solutions, OH,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:54:41.892941,hr
"$97,750 /yr (est.)",97750.0,Data Architect,0,1,1,"Maricopa County, AZ
3.6",United States,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.3,3.5,3.2,3.0,3.5,2023-06-06 01:54:47.305025,yr
$70.00 /hr (est.),145600.0,Data Engineer Lead/Architect,7,1,1,Smart Tech Link Solutions, OH,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:54:51.764087,hr
"$129,838 /yr (est.)",129838.0,API Architect,0,1,-1,KrishAnsh, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:55:01.903039,yr
$70.00 /hr (est.),145600.0,"Immediate need of Data Architect, 1 year Contract, Hybrid in Chicago, IL",6,2,0,LotusData, MI,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:55:07.852723,hr
$87.50 /hr (est.),182000.0,Azure Engineer,-1,-1,-1,"Cloud Shift Technologies LLC
5.0", OH,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.5,4.5,5.0,5.0,5.0,2023-06-06 01:55:13.414636,hr
"$135,000 /yr (est.)",135000.0,Data Warehouse Architect,8,2,1,"Nelnet
4.0",Remote,4.0,1,27,5001 to 10000 Employees,1996,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),3.9,3.7,4.1,3.6,4.1,2023-06-06 01:55:17.406317,yr
"$118,643 /yr (est.)",118643.0,Senior Data Engineer,5,1,0,"Lightcast
4.4", ID,4.4,0,12,1 to 50 Employees,2011,Company - Private,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,4.3,3.8,4.3,4.4,4.4,2023-06-06 01:55:20.579760,yr
"$114,653 /yr (est.)",114653.0,Sr. Azure Cloud DevOps Architect,0,2,1,"NTT DATA Services
3.5", PA,3.5,0,56,10000+ Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.1,3.1,3.3,3.0,3.5,2023-06-06 01:55:23.788416,yr
