Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
$30.00 /hr (est.),62400.0,Business Analyst,5,2,-1,Quantum Tech Inc,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:43:14.088579,hr
"$74,192 /yr (est.)",74192.0,Business Analyst,4,1,-1,Experient Group, GA,4.8,0,22,51 to 200 Employees,2001,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.3,4.5,4.8,4.6,4.8,2023-06-06 01:43:19.071151,yr
"$60,000 /yr (est.)",60000.0,Reporting and Business Intelligence Analyst,0,1,-1,Centers Plan for Healthy Living, NY,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.1,2.9,3.0,3.0,3.7,2023-06-06 01:43:21.237680,yr
"$71,174 /yr (est.)",71174.0,Jr. Business Analyst,3,1,0,Momentum Consulting, FL,4.4,0,29,51 to 200 Employees,1994,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $100 million (USD),3.7,3.8,4.3,4.1,4.1,2023-06-06 01:43:24.456161,yr
"$71,174 /yr (est.)",71174.0,Agile Business Analyst,-1,-1,-1,Vana Solutions,Remote,4.3,1,29,51 to 200 Employees,1994,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $100 million (USD),4.2,4.5,4.5,4.4,4.7,2023-06-06 01:43:26.685018,yr
$57.50 /hr (est.),119600.0,Data Analyst,10,2,-1,SAM NETWORK SYSTEMS,Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-06-06 01:43:29.129180,hr
"$80,084 /yr (est.)",80084.0,Business Intelligence (BI) Analyst,3,1,-1,"Upstate Niagara Cooperative, Inc.", NY,2.8,0,58,1001 to 5000 Employees,1965,Company - Private,Food & Beverage Manufacturing,Manufacturing,$500 million to $1 billion (USD),2.5,3.9,2.2,2.0,2.7,2023-06-06 01:43:39.536511,yr
$57.50 /hr (est.),119600.0,IT Business Analyst (Remote),5,1,-1,Geopaq Logic,Remote,4.7,1,9,1 to 50 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),4.9,4.8,5.0,5.0,4.9,2023-06-06 01:43:42.044325,hr
"$62,500 /yr (est.)",62500.0,Business Intelligence Analyst (FT),0,1,0,Danessa Myricks Beauty, NY,2.4,0,-1,-1,-1,-1,-1,-1,-1,2.0,2.0,2.0,1.6,1.3,2023-06-06 01:43:50.248555,yr
"$80,000 /yr (est.)",80000.0,Business Analyst,3,2,1,beatBread, CA,1.0,0,-1,-1,-1,-1,-1,-1,-1,1.0,3.0,1.0,1.0,4.0,2023-06-06 01:43:57.858399,yr
"$52,500 /yr (est.)",52500.0,Revenue Management Business Analyst,0,2,-1,Local Vacation Rentals,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:44:01.199268,yr
"$84,000 /yr (est.)",84000.0,Business Analyst,8,1,1,"Karsun Solutions, LLC",Remote,4.0,1,14,201 to 500 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.9,4.1,4.1,4.0,4.0,2023-06-06 01:44:13.709014,yr
"$75,950 /yr (est.)",75950.0,Business Intelligence Analyst,0,1,1,Paychex,United States,3.8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:44:28.422543,yr
"$69,500 /yr (est.)",69500.0,Business Analyst - HPOS,5,1,-1,American Express Global Business Travel,Remote,3.8,1,108,10000+ Employees,1915,Company - Public,Travel Agencies,Hotels & Travel Accommodation,Unknown / Non-Applicable,3.4,3.6,3.6,3.4,3.6,2023-06-06 01:44:35.986475,yr
"$97,500 /yr (est.)",97500.0,Business Intelligence Analyst,0,1,1,Stanford University, CA,4.3,0,132,10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD),4.1,3.6,4.1,3.8,3.8,2023-06-06 01:44:38.480717,yr
"$90,771 /yr (est.)",90771.0,Business Intelligence Analyst,0,2,-1,Technosoft Global, CA,3.4,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.1,3.2,3.0,3.2,2023-06-06 01:44:40.850376,yr
"$74,078 /yr (est.)",74078.0,Business Analyst Specialist,0,1,1,Doximity, TX,4.8,0,13,201 to 500 Employees,2010,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.4,4.3,4.8,4.6,4.6,2023-06-06 01:44:44.306563,yr
"$117,500 /yr (est.)",117500.0,Business Intelligence Analyst - Healthcare,4,1,1,Capital Rx, NY,4.1,0,6,51 to 200 Employees,2017,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,4.2,4.1,4.3,4.0,4.5,2023-06-06 01:44:46.598645,yr
$43.50 /hr (est.),90480.0,Business Analyst Junior (Hybrid),2,1,-1,"Excelraise, LLC",United States,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.3,2.7,2.7,2.7,2023-06-06 01:44:49.086229,hr
"$78,042 /yr (est.)",78042.0,BUSINESS INTELLIGENCE ANALYST,1,1,-1,MU Health Care, MO,3.4,0,67,5001 to 10000 Employees,1956,Hospital,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),3.6,3.4,3.3,2.8,3.1,2023-06-06 01:44:52.253375,yr
"$94,330 /yr (est.)",94330.0,Data & Business Intelligence Analyst,3,1,1,UNITED PARCEL SERVICE, GA,3.5,0,116,10000+ Employees,1907,Company - Public,Taxi & Car Services,Transportation & Logistics,$10+ billion (USD),3.5,3.8,3.2,3.0,3.2,2023-06-06 01:44:54.819445,yr
"$71,619 /yr (est.)",71619.0,Business Intelligence Analyst - Accountable Care Organization,2,1,1,MaineHealth, ME,3.8,0,26,10000+ Employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.8,3.3,3.6,3.2,3.6,2023-06-06 01:44:57.328737,yr
"$79,089 /yr (est.)",79089.0,Business Analyst,0,1,-1,SysIntelli, CA,4.3,0,-1,-1,-1,-1,-1,-1,-1,4.1,4.1,4.4,4.5,4.2,2023-06-06 01:45:00.018134,yr
"$97,500 /yr (est.)",97500.0,Business Intelligence Analyst,3,1,-1,Charlottes Web, CO,2.8,0,14,201 to 500 Employees,2009,Company - Public,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,2.7,3.0,2.9,2.4,3.1,2023-06-06 01:45:03.441124,yr
"$76,743 /yr (est.)",76743.0,Business Analyst,0,1,0,Palisades, TX,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.7,5.0,5.0,5.0,2023-06-06 01:45:12.976074,yr
$35.00 /hr (est.),72800.0,Clinical Business Analyst,-1,-1,-1,Comtech,Remote,3.2,1,-1,-1,-1,-1,-1,-1,-1,2.7,2.1,2.7,2.7,3.2,2023-06-06 01:45:16.353133,hr
"$85,000 /yr (est.)",85000.0,Business Analyst,0,1,1,Principal Warranty Corp., WA,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.5,5.0,5.0,5.0,2023-06-06 01:45:22.730120,yr
"$74,941 /yr (est.)",74941.0,Business Analyst,8,2,1,IStream Solutions, DC,3.7,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.7,3.6,3.5,3.7,2023-06-06 01:45:26.022891,yr
$33.50 /hr (est.),69680.0,Junior Business Analyst,0,1,0,Binding Minds Inc, MA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:45:29.811510,hr
"$66,555 /yr (est.)",66555.0,Business Intelligence Analyst / Developer (remote),0,1,1,AmerisourceBergen,Remote,3.6,1,22,10000+ Employees,2001,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.3,3.9,3.5,3.2,3.5,2023-06-06 01:45:35.114969,yr
$37.50 /hr (est.),78000.0,GRC Business Analyst,-1,-1,-1,Stafford Gray LLC,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:45:37.796238,hr
"$82,500 /yr (est.)",82500.0,Business Analyst - Remote (WFH),8,1,-1,Cognitive Medical Systems, CA,3.8,0,13,51 to 200 Employees,2010,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3.5,3.7,4.0,3.9,3.7,2023-06-06 01:45:47.092305,yr
$45.00 /hr (est.),93600.0,Business Analyst,8,1,-1,GenTech Associates, VA,4.5,0,18,51 to 200 Employees,2005,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4.1,4.3,4.4,4.4,4.5,2023-06-06 01:45:49.693137,hr
"$107,500 /yr (est.)",107500.0,Business Intelligence Analyst,0,2,-1,Tripalink, Los Angeles,2.9,0,7,51 to 200 Employees,2016,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,2.9,2.6,2.8,2.6,2.7,2023-06-06 01:46:04.540908,yr
$51.50 /hr (est.),107120.0,Business Analyst-Remote,8,2,-1,Aries Solutions,Remote,4.3,1,-1,-1,-1,-1,-1,-1,-1,4.3,4.0,4.3,4.3,4.3,2023-06-06 01:46:07.394918,hr
$47.89 /hr (est.),99611.2,Business Intelligence Analyst II,2,1,1,Sutter Health, CA,3.7,0,42,10000+ Employees,1981,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$5 to $10 billion (USD),3.5,3.8,3.7,3.1,3.5,2023-06-06 01:46:10.847835,hr
"$85,000 /yr (est.)",85000.0,Business Intelligence Analyst (Domo),1,1,-1,Alchemer, CO,3.4,0,17,51 to 200 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.1,3.9,3.4,3.1,3.6,2023-06-06 01:46:18.472559,yr
"$75,383 /yr (est.)",75383.0,Business Intelligence Analyst,1,1,-1,Clayco, MO,4.0,0,39,1001 to 5000 Employees,1984,Company - Private,Construction,"Construction, Repair & Maintenance Services",$1 to $5 billion (USD),4.1,4.3,3.9,3.8,3.3,2023-06-06 01:46:24.956822,yr
"$85,674 /yr (est.)",85674.0,Business Intelligence Analyst (FT),0,1,-1,Southern Glazer's Wine and Spirits of California, AZ,3.6,0,55,10000+ Employees,1968,Company - Private,Wholesale,Retail & Wholesale,$10+ billion (USD),3.5,3.6,3.4,3.2,3.3,2023-06-06 01:46:27.669076,yr
"$89,000 /yr (est.)",89000.0,Business Analyst,1,1,-1,KesarWeb, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:46:30.420329,yr
"$62,958 /yr (est.)",62958.0,Business Intelligence Analyst,3,1,1,"Island Finance, LLC", PR,2.8,0,-1,-1,-1,-1,-1,-1,-1,2.4,2.1,2.1,2.4,1.7,2023-06-06 01:46:35.908205,yr
"$87,794 /yr (est.)",87794.0,Business Intelligence Data Analyst,0,2,0,"Bickham Services Unlimited, LLC", TX,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:46:43.505111,yr
$38.00 /hr (est.),79040.0,Clinical Business Analyst,5,2,1,Comtec Information System,Remote,4.6,1,27,501 to 1000 Employees,1996,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4.6,4.3,4.4,4.6,4.6,2023-06-06 01:46:49.318012,hr
"$81,892 /yr (est.)",81892.0,Business Intelligence Analyst,0,1,-1,"Church Mutual Insurance, S.I.", WI,2.7,0,126,1001 to 5000 Employees,1897,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),2.8,3.1,2.8,2.5,3.0,2023-06-06 01:46:52.065888,yr
"$84,297 /yr (est.)",84297.0,Business Intelligence Analyst,1,1,1,Suffolk County, NY,3.0,0,-1,-1,-1,-1,-1,-1,-1,2.9,3.3,2.4,2.8,3.3,2023-06-06 01:46:55.107490,yr
"$92,100 /yr (est.)",92100.0,Business Analyst,6,1,-1,Evoke Research And Cons, DC,2.8,0,18,201 to 500 Employees,2005,Company - Private,Business Consulting,Management & Consulting,$25 to $100 million (USD),2.7,3.0,3.0,2.9,3.1,2023-06-06 01:46:58.753765,yr
"$67,500 /yr (est.)",67500.0,"Analyst, Business Intelligence",3,2,1,Sol de Janeiro, NY,2.8,0,-1,-1,-1,-1,-1,-1,-1,2.8,2.5,2.7,2.8,2.5,2023-06-06 01:47:01.456491,yr
"$115,000 /yr (est.)",115000.0,Business Intelligence Analyst,0,2,1,Mitchell Martin, IL,4.3,0,39,501 to 1000 Employees,1984,Private Practice / Firm,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),4.3,4.3,4.4,4.4,4.5,2023-06-06 01:47:11.688298,yr
$24.00 /hr (est.),49920.0,Business Analyst (Temp),0,1,0,Tower Legal Solutions, NY,4.6,0,16,51 to 200 Employees,2007,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.0,3.9,4.5,4.4,4.5,2023-06-06 01:47:19.219707,hr
"$102,500 /yr (est.)",102500.0,Business Analyst,3,2,1,Avenue Code,United States,4.4,0,15,1001 to 5000 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.1,4.2,4.5,4.0,4.3,2023-06-06 01:47:22.319437,yr
"$57,500 /yr (est.)",57500.0,SQL Business Analyst,2,1,-1,CarNow Inc,Remote,4.0,1,9,201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.1,3.7,4.1,3.7,4.1,2023-06-06 01:47:34.092796,yr
$36.50 /hr (est.),75920.0,Business Analyst,0,1,1,Tekwissenllc, IA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:47:41.513859,hr
$80.00 /hr (est.),166400.0,Scrum Master/Business Analyst,5,1,1,Embel Assist,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:47:47.183683,hr
"$73,362 /yr (est.)",73362.0,Business Analyst,3,1,-1,TriSMART Solar LLC, TX,4.2,0,12,51 to 200 Employees,2011,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$5 to $25 million (USD),4.2,3.9,4.1,4.2,4.1,2023-06-06 01:47:53.321507,yr
"$75,986 /yr (est.)",75986.0,Business Analyst (Remote),0,2,1,Manufacturers Bank, CA,3.3,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.3,3.4,3.3,3.5,2023-06-06 01:47:56.405500,yr
$31.00 /hr (est.),64480.0,Entry-Level Business Analyst,3,1,-1,Quantum Technologies Inc., VA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:48:08.049002,hr
"$63,781 /yr (est.)",63781.0,Jr. Business Analyst,3,2,1,KIOTI Tractor, NC,2.0,0,30,201 to 500 Employees,1993,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,2.2,2.1,1.5,1.5,1.8,2023-06-06 01:48:13.937115,yr
"$120,000 /yr (est.)",120000.0,Business Intelligence Analyst,5,2,1,"Helix Electric, Inc.", CA,3.8,0,38,1001 to 5000 Employees,1985,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,4.0,3.8,3.5,3.3,3.5,2023-06-06 01:48:17.132663,yr
"$88,500 /yr (est.)",88500.0,Senior Business Intelligence Analyst,4,1,1,Employers, NV,3.8,0,110,501 to 1000 Employees,1913,Company - Public,Insurance Carriers,Insurance,$500 million to $1 billion (USD),3.5,3.5,3.3,3.4,3.6,2023-06-06 01:48:20.365336,yr
"$71,911 /yr (est.)",71911.0,"Business Analyst, Full-Time",0,1,-1,Banterra Corp., IL,3.7,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.7,4.2,4.0,4.6,2023-06-06 01:48:23.621630,yr
"$42,500 /yr (est.)",42500.0,Data Analyst,0,1,-1,DIGITAL ENVOY,Remote,4.8,1,24,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.2,4.3,4.9,4.4,4.9,2023-06-06 01:48:28.101800,yr
$65.00 /hr (est.),135200.0,GIS Business analyst,1,2,1,Devcare Solutions,Remote,3.4,1,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.3,3.6,3.2,3.2,3.3,2023-06-06 01:48:35.955609,hr
$43.10 /hr (est.),89648.0,MS Dynamic CRM Business Analyst - W2,1,2,-1,1st-Recruit,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:48:39.199298,hr
$57.50 /hr (est.),119600.0,Business Analyst,7,2,-1,Alpha Silicon, NJ,4.0,0,6,51 to 200 Employees,2017,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.1,3.9,3.8,4.0,4.1,2023-06-06 01:48:44.959869,hr
